model_name,panel,ground_truth_class,model_family,params_M,hidden_size,onnx_size_MB,verdict,verdict_legacy,n_syntactic,n_admitted,additive_reject,epsilon,ibp_blowup,ibp_time_sec,pre_surgery_verdict,pre_surgery_epsilon,mgrs_k_removed,post_surgery_verdict,post_surgery_epsilon,eps_star,delta,pgd_detected,source_experiment,source_json_file,n_admitted_new,epsilon_new,verdict_new
cifar_mlp,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.016444683074951172,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_G1adv_dormant_add,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,BENIGN,0,0,,0.0,,0.09589743614196777,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_G1adv_dormant_concat,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.03853249549865723,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_G4adv_ghost_mul,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.05883932113647461,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_bifpn,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.02846693992614746,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_cbam,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,2,0,,0.0,,0.05660128593444824,,,,,,,,,E2,e2_three_protocols.json,2,,add-DGP-CLASS-NEGATIVE
clean_channel_shuffle,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.06347298622131348,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_convmixer,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.044281721115112305,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_cross_attention,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.044101715087890625,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_denseblock,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.06730890274047852,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
clean_eca,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,1,0,,0.0,,0.036490678787231445,,,,,,,,,E2,e2_three_protocols.json,1,,add-DGP-CLASS-NEGATIVE
clean_firemodule,clean,clean,CNN,,,,add-DGP-CLASS-NEGATIVE,GDP-FREE,0,0,,0.0,,0.05180716514587402,,,,,,,,,E2,e2_three_protocols.json,0,,add-DGP-CLASS-NEGATIVE
